tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2017,1,306.13,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19977,UA,13310,0.1564,345.77,100,0.0541,600,0.0699,0.6191,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Pittsburgh, PA
(40.442169, -79.994945)",20171317033019819977UA
Table 5,2017,1,129.71,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",19790,DL,39010,0.1655,140.56,75,0.102,200,0.0672,0.1156,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Raleigh/Durham, NC
(42.673348, -72.179683)",20171317033449219790DL
Table 5,2017,1,129.71,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",19805,AA,25710,0.1091,142.11,75,0.1198,200,0.0545,0.1179,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Raleigh/Durham, NC
(42.673348, -72.179683)",20171317033449219805AA
Table 5,2017,1,129.71,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",19977,UA,42010,0.1783,117.51,75,0.2376,175,0.0505,0.0552,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Raleigh/Durham, NC
(42.673348, -72.179683)",20171317033449219977UA
Table 5,2017,1,347.83,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19790,DL,7710,0.2414,358.98,175,0.0856,550,0.0934,0.1505,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20171317033452419790DL
Table 5,2017,1,347.83,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19805,AA,3710,0.1162,360.63,175,0.0943,550,0.0836,0.1321,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20171317033452419805AA
Table 5,2017,1,347.83,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",19977,UA,3830,0.1199,357.14,175,0.0522,550,0.0862,0.1175,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Richmond, VA
(37.540759, -77.433932)",20171317033452419977UA
Table 5,2017,1,133.61,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,WN,155140,0.2845,131.43,75,0.2995,325,0.061,0.1475,"Las Vegas, NV
(36.169202, -115.140597)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20171322113245719393WN
Table 5,2017,1,129.7,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19393,WN,157250,0.2844,141.62,75,0.2095,275,0.1157,0.2165,"Las Vegas, NV
(36.169202, -115.140597)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",20171322113257519393WN
Table 5,2017,1,136.57,32211,33570,"Las Vegas, NV","San Diego, CA",19393,WN,50260,0.3874,148.64,75,0.2006,275,0.1076,0.2585,"Las Vegas, NV
(36.169202, -115.140597)","San Diego, CA
(32.71576, -117.163817)",20171322113357019393WN
Table 5,2017,1,87.72,32211,34716,"Las Vegas, NV","Stockton, CA",20368,G4,9450,0.4987,89.86,75,0.4317,150,0.0889,0,"Las Vegas, NV
(36.169202, -115.140597)","Stockton, CA
(37.957541, -121.292451)",20171322113471620368G4
Table 5,2017,1,301.75,32337,34100,"Indianapolis, IN","Philadelphia, PA",19805,AA,10190,0.3915,315.68,200,0.0834,400,0.1963,0.0216,"Indianapolis, IN
(39.76845, -86.156212)","Philadelphia, PA
(39.951061, -75.16562)",20171323373410019805AA
Table 5,2017,1,125.23,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",19393,WN,20900,0.2446,125.95,75,0.1392,275,0.0727,0.1258,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20171324673319519393WN
Table 5,2017,1,125.23,32467,33195,"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",19805,AA,20350,0.2382,129.62,75,0.1582,200,0.0545,0.0894,"Miami, FL (Metropolitan Area)
(44.977479, -93.264346)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20171324673319519805AA
Table 5,2017,1,88.54,32945,34761,"Lexington, KY","Sanford, FL",20368,G4,8490,0.4991,88.42,75,0.4146,150,0.0554,0.0059,"Lexington, KY
(34.052238, -118.243344)","Sanford, FL
(37.78008, -122.420168)",20171329453476120368G4
Table 5,2017,1,306.94,33105,31650,"Cincinnati, OH","Minneapolis/St. Paul, MN",19790,DL,7850,0.4385,308.98,200,0.0828,400,0.0904,0.0115,"Cincinnati, OH
(39.104427, -84.513808)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20171331053165019790DL
Table 5,2017,1,86.79,33105,34761,"Cincinnati, OH","Sanford, FL",20368,G4,8910,0.504,86.24,75,0.4489,150,0.0651,0,"Cincinnati, OH
(39.104427, -84.513808)","Sanford, FL
(37.78008, -122.420168)",20171331053476120368G4
Table 5,2017,1,134.2,34057,30559,"Portland, OR","Seattle, WA",19930,AS,32710,0.4589,131.27,100,0.1941,225,0.0602,0.0021,"Portland, OR
(45.516018, -122.681425)","Seattle, WA
(47.603229, -122.33028)",20171340573055919930AS
Table 5,2017,1,132.03,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19393,WN,48480,0.1506,127.15,75,0.269,200,0.1333,0.0796,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20171340573245719393WN
Table 5,2017,1,132.03,34057,32457,"Portland, OR","San Francisco, CA (Metropolitan Area)",19930,AS,80800,0.251,129.17,75,0.1891,200,0.0988,0.0795,"Portland, OR
(45.516018, -122.681425)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20171340573245719930AS
Table 5,2017,2,285.22,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",19805,AA,7780,0.455,289.19,175,0.0823,325,0.0553,0.0591,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Valparaiso, FL
(41.478143, -87.055372)",20172301943150419805AA
Table 5,2017,2,261.38,30194,31834,"Dallas/Fort Worth, TX","Fayetteville, AR",19805,AA,8940,0.5025,275.86,150,0.0738,325,0.1275,0.0861,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Fayetteville, AR
(36.061928, -94.160583)",20172301943183419805AA
Table 5,2017,2,302.77,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19805,AA,11340,0.4139,317.69,175,0.0829,400,0.0882,0.067,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)",20172301943304419805AA
Table 5,2017,2,268.05,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",19393,WN,1920,0.1082,213.32,150,0.1719,250,0.0885,0.0521,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Pensacola, FL
(30.406931, -87.217578)",20172301943372819393WN
Table 5,2017,2,268.05,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",19805,AA,6500,0.3664,284.7,150,0.0646,350,0.0831,0.1508,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Pensacola, FL
(30.406931, -87.217578)",20172301943372819805AA
Table 5,2017,2,347.4,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19790,DL,3960,0.1335,351.69,200,0.1414,525,0.0707,0.0808,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20172302553085219790DL
Table 5,2017,2,347.4,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",19805,AA,10430,0.3517,343.21,150,0.1045,475,0.0853,0.2483,"Huntsville, AL
(34.729538, -86.585283)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20172302553085219805AA
Table 5,2017,2,121.21,30325,30466,"Denver, CO","Phoenix, AZ",19393,WN,85310,0.2881,122.54,75,0.1944,175,0.0744,0.0727,"Denver, CO
(39.738453, -104.984853)","Phoenix, AZ
(30.406931, -87.217578)",20172303253046619393WN
Table 5,2017,2,137.98,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",19393,WN,26650,0.1297,142.37,75,0.0799,225,0.057,0.0612,"Denver, CO
(39.738453, -104.984853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172303253165019393WN
Table 5,2017,2,137.98,30325,31650,"Denver, CO","Minneapolis/St. Paul, MN",19790,DL,35150,0.171,162.21,100,0.1138,225,0.0774,0.0302,"Denver, CO
(39.738453, -104.984853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172303253165019790DL
Table 5,2017,2,128.58,30325,32211,"Denver, CO","Las Vegas, NV",19393,WN,64860,0.2822,128.11,75,0.2038,200,0.0644,0.0661,"Denver, CO
(39.738453, -104.984853)","Las Vegas, NV
(36.169202, -115.140597)",20172303253221119393WN
Table 5,2017,2,136.48,30325,33316,"Denver, CO","Omaha, NE",19393,WN,12200,0.208,146.39,75,0.1066,200,0.0893,0.1172,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)",20172303253331619393WN
Table 5,2017,2,136.48,30325,33316,"Denver, CO","Omaha, NE",19977,UA,13040,0.2223,146,75,0.1012,275,0.0521,0.1288,"Denver, CO
(39.738453, -104.984853)","Omaha, NE
(46.07035, -93.666319)",20172303253331619977UA
Table 5,2017,2,138.84,30325,34614,"Denver, CO","Salt Lake City, UT",19393,WN,23600,0.1882,142.61,75,0.1047,200,0.0987,0.0979,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20172303253461419393WN
Table 5,2017,2,138.84,30325,34614,"Denver, CO","Salt Lake City, UT",19790,DL,25990,0.2073,138.92,75,0.1054,200,0.1035,0.0812,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20172303253461419790DL
Table 5,2017,2,304.22,30397,30693,"Atlanta, GA (Metropolitan Area)","Nashville, TN",19790,DL,10650,0.4815,311.69,275,0.0695,425,0.1427,0.0038,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Nashville, TN
(36.166687, -86.779932)",20172303973069319790DL
Table 5,2017,2,277.84,30397,30994,"Atlanta, GA (Metropolitan Area)","Charleston, SC",19790,DL,8420,0.4881,277.5,175,0.0606,400,0.0523,0.0083,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Charleston, SC
(32.77647, -79.931027)",20172303973099419790DL
Table 5,2017,2,264.73,30397,31986,"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",19790,DL,12080,0.4316,271.1,150,0.0919,375,0.0546,0.0762,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Grand Rapids, MI
(47.925705, -97.036068)",20172303973198619790DL
Table 5,2017,2,134.61,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",19790,DL,134140,0.312,140.95,75,0.087,200,0.0584,0.0856,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20172303973246719790DL
Table 5,2017,2,280.61,30397,32600,"Atlanta, GA (Metropolitan Area)","Little Rock, AR",19790,DL,8380,0.4269,286.86,100,0.0573,425,0.0585,0.3902,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Little Rock, AR
(34.748745, -92.275105)",20172303973260019790DL
Table 5,2017,2,270.9,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,15070,0.4059,309.17,150,0.0544,500,0.0657,0.1566,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20172303973310519790DL
Table 5,2017,2,274.82,30397,33244,"Atlanta, GA (Metropolitan Area)","Memphis, TN",19790,DL,16940,0.4658,284.29,125,0.0638,500,0.0555,0.278,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Memphis, TN
(35.143378, -90.052136)",20172303973324419790DL
Table 5,2017,2,268.7,30397,34653,"Atlanta, GA (Metropolitan Area)","Tulsa, OK",19790,DL,6720,0.3972,274.15,200,0.1815,400,0.0565,0,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Tulsa, OK
(61.096484, -160.967455)",20172303973465319790DL
Table 5,2017,2,86.44,30397,35356,"Atlanta, GA (Metropolitan Area)","Trenton, NJ",20436,F9,8660,0.5038,86.33,75,0.4192,150,0.0785,0.0035,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Trenton, NJ
(40.220572, -74.759709)",20172303973535620436F9
Table 5,2017,2,139.51,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",20368,G4,8260,0.4163,98.86,75,0.2663,150,0.1005,0.0073,"Asheville, NC
(35.595889, -82.550039)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",20172304313246720368G4
Table 5,2017,2,74.11,30466,34314,"Phoenix, AZ","Provo, UT",20368,G4,10610,0.5116,74.74,75,0.689,125,0.0735,0,"Phoenix, AZ
(30.406931, -87.217578)","Provo, UT
(41.824461, -71.412747)",20172304663431420368G4
Table 5,2017,2,130.74,30559,31884,"Seattle, WA","Spokane, WA",19930,AS,43220,0.4375,131.92,75,0.1395,200,0.0868,0.0389,"Seattle, WA
(47.603229, -122.33028)","Spokane, WA
(47.658999, -117.425022)",20172305593188419930AS
Table 5,2017,2,266.84,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19790,DL,10780,0.3034,310.38,175,0.0529,400,0.077,0.0315,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172306473165019790DL
Table 5,2017,2,280.39,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",19790,DL,17650,0.1676,270.77,175,0.153,400,0.068,0.0312,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20172306473170319790DL
Table 5,2017,2,280.39,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",19977,UA,22410,0.2128,316.52,175,0.1374,600,0.0518,0.1539,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20172306473170319977UA
Table 5,2017,2,324.55,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19805,AA,11860,0.4491,323.23,175,0.1273,425,0.1981,0.0236,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20172306473410019805AA
Table 5,2017,2,130.79,30713,30559,"Boise, ID","Seattle, WA",19930,AS,27830,0.3779,130.64,100,0.2716,200,0.1139,0.0029,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20172307133055919930AS
Table 5,2017,2,100.1,30713,31884,"Boise, ID","Spokane, WA",19393,WN,8970,0.2462,93.36,75,0.5251,175,0.0702,0.0212,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20172307133188419393WN
Table 5,2017,2,100.1,30713,31884,"Boise, ID","Spokane, WA",19930,AS,8960,0.246,105.65,75,0.4029,175,0.0748,0.0368,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20172307133188419930AS
Table 5,2017,2,138.51,30713,33192,"Boise, ID","Sacramento, CA",19393,WN,5520,0.241,131.6,75,0.163,225,0.1232,0.0489,"Boise, ID
(43.597772, -83.884521)","Sacramento, CA
(38.582087, -121.50012)",20172307133319219393WN
Table 5,2017,2,138.51,30713,33192,"Boise, ID","Sacramento, CA",19930,AS,4960,0.2166,123.44,75,0.246,200,0.0685,0.0645,"Boise, ID
(43.597772, -83.884521)","Sacramento, CA
(38.582087, -121.50012)",20172307133319219930AS
Table 5,2017,2,266.33,30977,31423,"Chicago, IL","Des Moines, IA",19805,AA,5430,0.2598,284.42,175,0.0589,350,0.2063,0.0258,"Chicago, IL
(41.775002, -87.696388)","Des Moines, IA
(41.588822, -93.620309)",20172309773142319805AA
Table 5,2017,2,266.33,30977,31423,"Chicago, IL","Des Moines, IA",19977,UA,4490,0.2148,256.69,150,0.0535,350,0.1292,0.0245,"Chicago, IL
(41.775002, -87.696388)","Des Moines, IA
(41.588822, -93.620309)",20172309773142319977UA
Table 5,2017,2,128.37,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19393,WN,33560,0.1013,120.47,75,0.1555,175,0.0936,0.0644,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172309773165019393WN
Table 5,2017,2,128.37,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19790,DL,52690,0.159,148.66,75,0.085,225,0.0535,0.1059,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172309773165019790DL
Table 5,2017,2,128.37,30977,31650,"Chicago, IL","Minneapolis/St. Paul, MN",19977,UA,42160,0.1273,118.08,75,0.1881,175,0.0612,0.0626,"Chicago, IL
(41.775002, -87.696388)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172309773165019977UA
Table 5,2017,2,360.35,30977,31834,"Chicago, IL","Fayetteville, AR",19805,AA,6470,0.3443,346.01,200,0.255,625,0.0696,0.1298,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20172309773183419805AA
Table 5,2017,2,360.35,30977,31834,"Chicago, IL","Fayetteville, AR",19977,UA,2870,0.1527,385.81,175,0.0592,650,0.0627,0.2369,"Chicago, IL
(41.775002, -87.696388)","Fayetteville, AR
(36.061928, -94.160583)",20172309773183419977UA
Table 5,2017,2,298.35,30977,32070,"Chicago, IL","Harrisburg, PA",19805,AA,4570,0.2163,316.1,225,0.1335,425,0.0656,0.0306,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",20172309773207019805AA
Table 5,2017,2,298.35,30977,32070,"Chicago, IL","Harrisburg, PA",19977,UA,5720,0.2707,287.98,175,0.0664,375,0.0629,0.0332,"Chicago, IL
(41.775002, -87.696388)","Harrisburg, PA
(40.259572, -76.881821)",20172309773207019977UA
Table 5,2017,2,262.48,30977,34524,"Chicago, IL","Richmond, VA",19805,AA,8450,0.2332,267.26,175,0.1219,350,0.0935,0.0237,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20172309773452419805AA
Table 5,2017,2,262.48,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,7510,0.2073,258.36,150,0.0679,350,0.0839,0.0506,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20172309773452419977UA
Table 5,2017,2,270.36,30977,34653,"Chicago, IL","Tulsa, OK",19805,AA,4890,0.2635,269.92,200,0.2515,400,0.0675,0.0286,"Chicago, IL
(41.775002, -87.696388)","Tulsa, OK
(61.096484, -160.967455)",20172309773465319805AA
Table 5,2017,2,270.36,30977,34653,"Chicago, IL","Tulsa, OK",19977,UA,3100,0.167,272.21,175,0.0581,400,0.071,0.029,"Chicago, IL
(41.775002, -87.696388)","Tulsa, OK
(61.096484, -160.967455)",20172309773465319977UA
Table 5,2017,2,290.83,30977,35096,"Chicago, IL","Syracuse, NY",19805,AA,6120,0.3409,294.32,175,0.1176,375,0.2157,0.0294,"Chicago, IL
(41.775002, -87.696388)","Syracuse, NY
(43.047945, -76.147448)",20172309773509619805AA
Table 5,2017,2,290.83,30977,35096,"Chicago, IL","Syracuse, NY",19977,UA,2450,0.1365,284.88,175,0.1388,400,0.0776,0.0122,"Chicago, IL
(41.775002, -87.696388)","Syracuse, NY
(43.047945, -76.147448)",20172309773509619977UA
Table 5,2017,2,95.64,30977,35356,"Chicago, IL","Trenton, NJ",20436,F9,8530,0.5053,95.78,75,0.3716,175,0.068,0.0023,"Chicago, IL
(41.775002, -87.696388)","Trenton, NJ
(40.220572, -74.759709)",20172309773535620436F9
Table 5,2017,2,260.42,30977,35412,"Chicago, IL","Knoxville, TN",19805,AA,3120,0.1819,254.1,175,0.1763,350,0.1058,0.0288,"Chicago, IL
(41.775002, -87.696388)","Knoxville, TN
(35.962631, -83.916677)",20172309773541219805AA
Table 5,2017,2,260.42,30977,35412,"Chicago, IL","Knoxville, TN",19977,UA,4530,0.2641,262.19,175,0.1523,350,0.064,0.0331,"Chicago, IL
(41.775002, -87.696388)","Knoxville, TN
(35.962631, -83.916677)",20172309773541219977UA
Table 5,2017,2,300.29,30994,34100,"Charleston, SC","Philadelphia, PA",19805,AA,9510,0.4378,305.81,200,0.122,600,0.0599,0.0252,"Charleston, SC
(32.77647, -79.931027)","Philadelphia, PA
(39.951061, -75.16562)",20172309943410019805AA
Table 5,2017,2,273.58,31057,30529,"Charlotte, NC","Hartford, CT",19805,AA,17110,0.4677,276.77,150,0.1052,325,0.0637,0.1093,"Charlotte, NC
(35.222936, -80.840161)","Hartford, CT
(41.765775, -72.673356)",20172310573052919805AA
Table 5,2017,2,260.47,31057,31066,"Charlotte, NC","Columbus, OH",19805,AA,8600,0.439,268.29,150,0.1442,375,0.1523,0.0419,"Charlotte, NC
(35.222936, -80.840161)","Columbus, OH
(39.962649, -82.996216)",20172310573106619805AA
Table 5,2017,2,273.62,31057,31123,"Charlotte, NC","St. Louis, MO",19805,AA,12360,0.423,279.95,150,0.0866,350,0.0502,0.1003,"Charlotte, NC
(35.222936, -80.840161)","St. Louis, MO
(38.630276, -90.200309)",20172310573112319805AA
Table 5,2017,2,262.88,31057,31295,"Charlotte, NC","Detroit, MI",19790,DL,11110,0.2333,267.08,175,0.1242,425,0.0513,0.0054,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)",20172310573129519790DL
Table 5,2017,2,262.88,31057,31295,"Charlotte, NC","Detroit, MI",19805,AA,11910,0.2501,255.45,150,0.0512,425,0.0647,0.0327,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)",20172310573129519805AA
Table 5,2017,2,276.6,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",19805,AA,17970,0.4566,284.08,150,0.1146,375,0.0595,0.1285,"Charlotte, NC
(35.222936, -80.840161)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",20172310573319519805AA
Table 5,2017,2,269.73,31057,33244,"Charlotte, NC","Memphis, TN",19805,AA,9560,0.4465,277.39,150,0.0711,400,0.0513,0.0879,"Charlotte, NC
(35.222936, -80.840161)","Memphis, TN
(35.143378, -90.052136)",20172310573324419805AA
Table 5,2017,2,268.64,31057,34027,"Charlotte, NC","West Palm Beach/Palm Beach, FL",19805,AA,8460,0.4522,274.22,150,0.1288,325,0.0579,0.1158,"Charlotte, NC
(35.222936, -80.840161)","West Palm Beach/Palm Beach, FL
(33.90976, -98.500854)",20172310573402719805AA
Table 5,2017,2,285.3,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",19790,DL,9400,0.3423,303.58,200,0.1319,400,0.0766,0.0117,"Columbus, OH
(39.962649, -82.996216)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172310663165019790DL
Table 5,2017,2,311.62,31066,34100,"Columbus, OH","Philadelphia, PA",19805,AA,11810,0.4356,317.65,175,0.1245,425,0.149,0.0627,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)",20172310663410019805AA
Table 5,2017,2,118.78,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",19977,UA,7750,0.1127,148.64,75,0.0826,250,0.0568,0.1277,"Myrtle Beach, SC
(33.68785, -78.883852)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20172311353170319977UA
Table 5,2017,2,118.78,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",20416,NK,21300,0.3097,90.06,75,0.4521,150,0.1033,0.0052,"Myrtle Beach, SC
(33.68785, -78.883852)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20172311353170320416NK
Table 5,2017,2,133.9,31135,34100,"Myrtle Beach, SC","Philadelphia, PA",19805,AA,4860,0.2455,177.04,100,0.0535,225,0.1276,0.0597,"Myrtle Beach, SC
(33.68785, -78.883852)","Philadelphia, PA
(39.951061, -75.16562)",20172311353410019805AA
Table 5,2017,2,133.9,31135,34100,"Myrtle Beach, SC","Philadelphia, PA",20416,NK,4690,0.2369,81.48,75,0.5736,125,0.1237,0,"Myrtle Beach, SC
(33.68785, -78.883852)","Philadelphia, PA
(39.951061, -75.16562)",20172311353410020416NK
Table 5,2017,2,292.68,31136,34100,"Jacksonville, FL","Philadelphia, PA",19805,AA,10470,0.356,319.07,200,0.0793,325,0.1137,0.0793,"Jacksonville, FL
(30.325968, -81.65676)","Philadelphia, PA
(39.951061, -75.16562)",20172311363410019805AA
Table 5,2017,2,127.2,31295,31135,"Detroit, MI","Myrtle Beach, SC",19790,DL,3320,0.1296,221.05,125,0.1536,350,0.0693,0.0482,"Detroit, MI
(42.332916, -83.047853)","Myrtle Beach, SC
(33.68785, -78.883852)",20172312953113519790DL
Table 5,2017,2,127.2,31295,31135,"Detroit, MI","Myrtle Beach, SC",20416,NK,9250,0.3612,86.16,75,0.4649,150,0.0649,0.0011,"Detroit, MI
(42.332916, -83.047853)","Myrtle Beach, SC
(33.68785, -78.883852)",20172312953113520416NK
Table 5,2017,2,266.31,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",19790,DL,22170,0.3654,309.89,175,0.0523,400,0.0573,0.0609,"Detroit, MI
(42.332916, -83.047853)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20172312953165019790DL
Table 5,2017,2,297.92,31295,31871,"Detroit, MI","Greenville/Spartanburg, SC",19790,DL,6920,0.4059,310.1,175,0.0997,450,0.0751,0.0477,"Detroit, MI
(42.332916, -83.047853)","Greenville/Spartanburg, SC
(44.513288, -88.013256)",20172312953187119790DL
Table 5,2017,2,305.29,31295,33342,"Detroit, MI","Milwaukee, WI",19790,DL,7920,0.4751,307.14,150,0.0581,450,0.0795,0.0429,"Detroit, MI
(42.332916, -83.047853)","Milwaukee, WI
(43.041072, -87.909421)",20172312953334219790DL
Table 5,2017,2,299.24,31453,33158,"Houston, TX","Midland/Odessa, TX",19393,WN,15620,0.2978,268.56,150,0.1652,375,0.1536,0.007,"Houston, TX
(29.760803, -95.369506)","Midland/Odessa, TX
(31.997433, -102.078043)",20172314533315819393WN
Table 5,2017,2,299.24,31453,33158,"Houston, TX","Midland/Odessa, TX",19977,UA,9410,0.1794,339.95,150,0.0776,450,0.068,0.1339,"Houston, TX
(29.760803, -95.369506)","Midland/Odessa, TX
(31.997433, -102.078043)",20172314533315819977UA
Table 5,2017,2,100.81,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,8570,0.4675,82.32,75,0.5193,150,0.0548,0,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20172316383221120368G4
Table 5,2017,2,137.3,31638,33570,"Fresno, CA","San Diego, CA",19930,AS,9810,0.4634,135.25,100,0.527,275,0.0724,0.0234,"Fresno, CA
(36.731654, -119.785856)","San Diego, CA
(32.71576, -117.163817)",20172316383357019930AS
